id,pre_brand,cur_brand,zone,edu,children,date,pro,cur_brand2,pre_brand2,zone2,edu2,pro2,enroll_type2,enroll_age,age_period,open_rate,ctr,or_all,ctr_all,or01,ctr01,redem_rate,redem_rate1
1.00005E+12,43,32,1,3,2,8/31/2020,22,Abbott,Kirkland Solutions,MJN,High School,Saskatchewan,Self Enrolled,-81,Stage 0,,,0.14,0,,,0,
1.00005E+12,21,22,3,2,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-198,Stage 0,,,0,0,,,,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,43,Stage 1,0,0,0.32,0.09,,,0,
1.00005E+12,32,32,9,2,2,2/29/2020,19,Abbott,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,78,Stage 1,,,0.25,0.25,,,,
1.00005E+12,21,22,1,3,1,5/31/2020,12,Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-4167,Stage 0,,,0,0,,,0,
1.00005E+12,13,12,1,3,2,5/31/2020,19,MJN,MJN Solutions,MJN,High School,Ontario,Self Enrolled,-1042,Stage 0,,,0.19,0,,,1,
1.00005E+12,11,12,1,3,1,8/31/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-198,Stage 0,,,0.15,0.15,,,1,
1.00005E+12,32,32,1,2,1,5/31/2020,19,Abbott,Abbott Stage2,MJN,Elementary School,Ontario,Self Enrolled,-185,Stage 0,,,0.13,0.06,,,0,
1.00005E+12,31,32,1,1,1,11/30/2020,19,Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-244,Stage 0,,,0.06,0.01,0,0,0.5,
1.00005E+12,21,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-233,Stage 0,,,0.75,0.25,,,0,
1.00005E+12,11,12,1,2,1,11/30/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-153,Stage 0,,,0.45,0.02,,,0,
1.00005E+12,11,12,1,2,2,11/30/2020,13,MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-119,Stage 0,1,0.5,0.67,0.09,0.92,0.16,1,1
1.00005E+12,31,32,1,2,1,5/31/2020,15,Abbott,Abbott Stage1,MJN,Elementary School,Newfoundland & Labrador,CoReg,-112,Stage 0,,,0,0,,,1,
1.00005E+12,22,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 2,MJN,High School,Ontario,Self Enrolled,10,Stage 1,,,0,0,,,0,
1.00005E+12,21,22,2,3,1,5/31/2020,21,Nestle,Nestle Stage 1,Others,High School,Quebec,Self Enrolled,-186,Stage 0,,,0,0,,,,
1.00005E+12,23,22,1,1,1,5/31/2020,19,Nestle,Nestle Solutions,MJN,Elementary School,Ontario,Self Enrolled,-257,Stage 0,,,0.08,0,0,0,1,
1.00005E+12,21,22,3,2,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,43,Stage 1,,,0,0,,,,
1.00005E+12,41,32,1,3,3,5/31/2020,19,Abbott,Kirkland Stage 1,MJN,High School,Ontario,Self Enrolled,-236,Stage 0,,,0.42,0.26,0.67,0.33,1,
1.00005E+12,21,22,1,3,2,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-102,Stage 0,,,0.15,0,0.19,0,,
1.00005E+12,31,98,4,3,1,2/28/2021,19,Others,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-533,Stage 0,0,0,0,0,0,0,0,
1.00005E+12,31,32,3,2, ,2/29/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,26,Stage 1,,,0,0,,,,
1.00005E+12,31,32,2,2,1,5/31/2020,21,Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-181,Stage 0,,,0,0,,,0,
1.00005E+12,21,32,3,3,1,11/30/2020,19,Abbott,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-237,Stage 0,,,0.06,0.02,0.13,0.07,0.5,
1.00005E+12,31,32,1,3,1,2/29/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,-116,Stage 0,,,0,0,,,,
1.00005E+12,31,32,1,2,1,2/29/2020,13,Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-114,Stage 0,,,0,0,,,,
1.00005E+12,11,12,1, ,1,5/31/2020,12,MJN,MJN Stage1,MJN,Others,British Columbia,Self Enrolled,-64,Stage 0,,,0.15,0.08,,,0,
1.00005E+12,13,12,3,3,1,5/31/2020,19,MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,-15,Stage 0,,,0.8,0.2,,,,
1.00005E+12,21,22,1,3,1,5/31/2020,11,Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-176,Stage 0,,,0,0,,,0,
1.00005E+12,31,32,3,3,2,2/28/2021,19,Abbott,Abbott Stage1,Others,High School,Ontario,CoReg,18,Stage 1,,,0,0,,,,
1.00005E+12,33,32,4,3,3,2/29/2020,21,Abbott,Abbott Solutions,Others,High School,Quebec,Self Enrolled,-176,Stage 0,,,0,0,0,0,,
1.00005E+12,21,22,3,2,1,8/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-141,Stage 0,,,0,0,,,0,
1.00005E+12,12,12,1,3,1,5/31/2020,19,MJN,MJN Stage2,MJN,High School,Ontario,Self Enrolled,7,Stage 1,,,0.31,0,,,0,
1.00005E+12,11,12,1,2,1,8/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-213,Stage 0,,,0.5,0.1,,,0.333333333,
1.00005E+12,21,22,1,2,1,11/30/2020,12,Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-173,Stage 0,,,0.42,0.17,,,0,
1.00005E+12,12,12,1,3, ,5/31/2020,19,MJN,MJN Stage2,MJN,High School,Ontario,Self Enrolled,-49,Stage 0,,,0.2,0,,,0,
1.00005E+12,11,12,1,1,3,5/31/2020,21,MJN,MJN Stage1,MJN,Elementary School,Quebec,Self Enrolled,-227,Stage 0,,,0.1,0.05,0,0,0,
1.00005E+12,21,22,3,2,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,Self Enrolled,-217,Stage 0,,,0.75,0.25,,,0,
1.00005E+12,11,12,1,3,1,8/31/2020,16,MJN,MJN Stage1,MJN,High School,Nova Scotia,Self Enrolled,18,Stage 1,,,0.1,0.1,,,0.5,
1.00005E+12,11,12,1,2,1,8/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,257,Stage 2,,,0,0,,,,
1.00005E+12,51,52,3,2,1,11/30/2020,19,Parent's Choice,Parent's Choice Stage 1,Others,Elementary School,Ontario,Self Enrolled,-120,Stage 0,,,0.08,0,,,0,
1.00005E+12,15,12,1,2,1,8/31/2020,22,MJN,MJN Specialty,MJN,Elementary School,Saskatchewan,Self Enrolled,-183,Stage 0,,,0.02,0,,,1,
1.00005E+12,11,12,1,2,3,8/31/2020,13,MJN,MJN Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-245,Stage 0,,,0.3,0.07,0.5,0,1,
1.00005E+12,12,12,1,1,2,5/31/2020,19,MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-127,Stage 0,,,0.5,0.1,,,0.5,
1.00005E+12,33,32,1,3,1,8/31/2020,12,Abbott,Abbott Solutions,MJN,High School,British Columbia,Self Enrolled,-150,Stage 0,,,0.58,0,0,0,0,
1.00005E+12,11,12,9,3,1,5/31/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-1224,Stage 0,,,0,0,,,1,
1.00005E+12,13,52,2,2,1,2/29/2020,21,Parent's Choice,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-121,Stage 0,,,0,0,,,,
1.00005E+12,31,32,3,3,1,5/31/2020,22,Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,-86,Stage 0,,,0.25,0,0.5,0,0,
1.00005E+12,12,12,1,2,1,11/30/2020,19,MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-111,Stage 0,1,0.5,0.36,0.15,0.56,0.22,0.285714286,0.25
1.00005E+12,11,12,1,1,1,5/31/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-127,Stage 0,,,0,0,,,0,
1.00005E+12,21,22,3,2,3,2/29/2020,14,Nestle,Nestle Stage 1,Others,Elementary School,New Brunswick,Self Enrolled,-152,Stage 0,,,0,0,,,,
1.00005E+12,11,12,1,3,1,5/31/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,9,Stage 1,,,0.12,0,0,0,,
1.00005E+12,21,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-159,Stage 0,0,0,0,0,0,0,,
1.00005E+12,11,12,1,3,2,8/31/2020,13,MJN,MJN Stage1,MJN,High School,Manitoba,Self Enrolled,-62,Stage 0,,,0.3,0.2,,,1,
1.00005E+12,31,32,3,2,1,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-149,Stage 0,,,0,0,,,,
1.00005E+12,31,32,3, , ,5/31/2020,21,Abbott,Abbott Stage1,Others,Others,Quebec,Self Enrolled,5,Stage 1,,,0.4,0.2,,,,
1.00005E+12,32,32,3,2,1,8/31/2020,19,Abbott,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-35,Stage 0,,,0.14,0.03,,,0,
1.00005E+12,11,12,1,3,1,11/30/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,55,Stage 1,,,0.07,0.03,0,0,0.5,
1.00005E+12,22,32,1,3,1,5/31/2020,21,Abbott,Nestle Stage 2,MJN,High School,Quebec,Self Enrolled,-147,Stage 0,,,0.54,0.46,,,0,
1.00005E+12,11,12,1,3,2,8/31/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-16,Stage 0,,,0.14,0.03,,,1,
1.00005E+12,33,32,1,2,1,8/31/2020,19,Abbott,Abbott Solutions,MJN,Elementary School,Ontario,Self Enrolled,-215,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,3,2, ,5/31/2020,21,Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-92,Stage 0,,,0.25,0,,,0,
1.00005E+12,11,12,4,2,1,11/30/2020,21,MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,-207,Stage 0,,,0.11,0.06,,,0,
1.00005E+12,31,32,3,2,1,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-242,Stage 0,,,0,0,,,0,
1.00005E+12,31,32,9,3,1,5/31/2020,22,Abbott,Abbott Stage1,Others,High School,Saskatchewan,Self Enrolled,-231,Stage 0,,,0,0,0,0,,
1.00005E+12,11,12,1,3,2,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-97,Stage 0,,,0.67,0.33,,,0,
1.00005E+12,31,32,1,2,1,11/30/2020,12,Abbott,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-239,Stage 0,,,0.22,0,1,0,0,
1.00005E+12,12,32,3,3,1,5/31/2020,19,Abbott,MJN Stage2,Others,High School,Ontario,Self Enrolled,182,Stage 1,,,0.24,0.1,,,1,
1.00005E+12,11,32,1,3,1,5/31/2020,11,Abbott,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-202,Stage 0,,,0.09,0,0,0,0,
1.00005E+12,31,32,3,2,1,8/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-106,Stage 0,,,0.21,0.03,,,0,
1.00005E+12,31,12,1,3,1,2/29/2020,12,MJN,Abbott Stage1,MJN,High School,British Columbia,Self Enrolled,11,Stage 1,,,0,0,,,,
1.00005E+12,11,12,1,3, ,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-19,Stage 0,,,0.1,0,,,0,
1.00005E+12,21,22,1,2,2,8/31/2020,22,Nestle,Nestle Stage 1,MJN,Elementary School,Saskatchewan,Self Enrolled,702,Stage 3,,,0.12,0,,,0,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,313,Stage 2,,,0.1,0,0,0,0,
1.00005E+12,33,32,1,3,1,2/28/2021,19,Abbott,Abbott Solutions,MJN,High School,Ontario,Self Enrolled,-173,Stage 0,0,0,0.17,0.07,0.2,0.08,0.375,0.375
1.00005E+12,21,22,3,3,1,8/31/2020,19,Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-8,Stage 0,,,0,0,,,0,
1.00005E+12,21,22, ,2,1,8/31/2020,19,Nestle,Nestle Stage 1,Others,Elementary School,Ontario,CoReg,-84,Stage 0,,,0.2,0,,,0,
1.00005E+12,11,12,1,3,1,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,139,Stage 1,,,0.21,0.14,0,0,1,
1.00005E+12,31,62,3,1,3,8/31/2020,22,President's Choice,Abbott Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,-102,Stage 0,,,0,0,,,0,
1.00005E+12,11,12,3,2,1,11/30/2020,22,MJN,MJN Stage1,Others,Elementary School,Saskatchewan,Self Enrolled,89,Stage 1,,,0,0,0,0,1,
1.00005E+12,21,22,1,3,1,5/31/2020,12,Nestle,Nestle Stage 1,MJN,High School,British Columbia,Self Enrolled,-34,Stage 0,,,0.18,0,,,1,
1.00005E+12,32,22,1,3,1,5/31/2020,19,Nestle,Abbott Stage2,MJN,High School,Ontario,Self Enrolled,-189,Stage 0,,,0.5,0.25,,,1,
1.00005E+12,31,32,9,2,2,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-103,Stage 0,,,0,0,,,0,
1.00005E+12,31,32,1,3,2,11/30/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,CoReg,-231,Stage 0,,,0.06,0,0,0,0,
1.00005E+12,31,12,3,2, ,5/31/2020,19,MJN,Abbott Stage1,Others,Elementary School,Ontario,Self Enrolled,-214,Stage 0,,,0,0,0,0,1,
1.00005E+12,31,32,3,3,1,11/30/2020,21,Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-252,Stage 0,,,0.43,0,1,0,0,
1.00005E+12,31,32,1, ,2,5/31/2020,19,Abbott,Abbott Stage1,MJN,Others,Ontario,Self Enrolled,-165,Stage 0,,,0,0,,,1,
1.00005E+12,33,32,3, ,3,5/31/2020,19,Abbott,Abbott Solutions,Others,Others,Ontario,CoReg,127,Stage 1,,,0.5,0,,,,
1.00005E+12,13,12,1,2,1,5/31/2020,19,MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,22,Stage 1,,,0,0,,,,
1.00005E+12,61,32,1, ,1,8/31/2020,12,Abbott,,MJN,Others,British Columbia,Self Enrolled,-168,Stage 0,,,0,0,,,0.5,
1.00005E+12,21,12,1,3,1,2/29/2020,19,MJN,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-189,Stage 0,0,0,0.15,0,0,0,,
1.00005E+12,21,22,1,1,3,11/30/2020,11,Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-241,Stage 0,0,0,0.04,0,0.03,0,0,0
1.00005E+12,21,22,1,3,1,2/29/2020,11,Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,20,Stage 1,,,0,0,,,,
1.00005E+12,21,22,1,2,2,11/30/2020,15,Nestle,Nestle Stage 1,MJN,Elementary School,Newfoundland & Labrador,Self Enrolled,-175,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,1,3,1,2/29/2020,19,Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-64,Stage 0,,,0.05,0.05,,,,
1.00005E+12,11,12, ,3,1,2/29/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,-54,Stage 0,0,0,0.1,0,,,1,
1.00005E+12,13,12,1,2,1,11/30/2020,19,MJN,MJN Solutions,MJN,Elementary School,Ontario,Self Enrolled,-220,Stage 0,,,0.59,0,1,0,0.5,
1.00005E+12,31,32,1,2,1,8/31/2020,19,Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-237,Stage 0,,,0,0,0,0,0,
1.00005E+12,32,32,3, ,3,11/30/2020,19,Abbott,Abbott Stage2,Others,Others,Ontario,Self Enrolled,-118,Stage 0,,,0.24,0,,,0,
1.00005E+12,11,12,3,3,1,5/31/2020,21,MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-220,Stage 0,,,0.22,0.11,0.14,0.14,0,
1.00005E+12,31,12,1,2,2,2/29/2020,19,MJN,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-193,Stage 0,,,0,0,0,0,1,
1.00005E+12,11,12,1,1, ,2/29/2020,19,MJN,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,51,Stage 1,,,0.33,0,,,,
1.00005E+12,12,32,1,2,1,5/31/2020,21,Abbott,MJN Stage2,MJN,Elementary School,Quebec,Self Enrolled,-73,Stage 0,,,0.23,0.14,,,0,
1.00005E+12,51,52,1,2, ,2/29/2020,11,Parent's Choice,Parent's Choice Stage 1,MJN,Elementary School,Alberta,Self Enrolled,12,Stage 1,,,0,0,,,,
1.00005E+12,21,22,3,3,1,5/31/2020,19,Nestle,Nestle Stage 1,Others,High School,Ontario,Self Enrolled,-130,Stage 0,,,0.12,0.06,,,0,
1.00005E+12,11,12,1,3,1,5/31/2020,11,MJN,MJN Stage1,MJN,High School,Alberta,Self Enrolled,-56,Stage 0,,,0.5,0,,,1,
1.00005E+12,51,62,1,2,1,5/31/2020,19,President's Choice,Parent's Choice Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-103,Stage 0,,,0,0,,,0,
1.00005E+12,21,22,1,3,1,2/29/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-103,Stage 0,,,0.17,0.17,,,,
1.00005E+12,11,12,1,1,3,5/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-120,Stage 0,,,0,0,,,0,
1.00005E+12,31,32,1,3, ,5/31/2020,11,Abbott,Abbott Stage1,MJN,High School,Alberta,Self Enrolled,11,Stage 1,,,0,0,,,,
1.00005E+12,31,32,2,1,1,2/29/2020,21,Abbott,Abbott Stage1,Others,Elementary School,Quebec,Self Enrolled,-118,Stage 0,,,0,0,,,,
1.00005E+12,32,32,1,2,1,2/29/2020,19,Abbott,Abbott Stage2,MJN,Elementary School,Ontario,Self Enrolled,-25,Stage 0,,,0.25,0,,,1,
1.00005E+12,11,12,3,3,1,5/31/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,14,Stage 1,,,0.08,0,,,,
1.00005E+12,11,12,1,2,1,5/31/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-29,Stage 0,,,0.38,0,,,1,
1.00005E+12,11,12,1,3,2,5/31/2020,19,MJN,MJN Stage1,MJN,High School,Ontario,Self Enrolled,-51,Stage 0,,,0.17,0.04,,,0,
1.00005E+12,33,32,1,2,1,2/29/2020,19,Abbott,Abbott Solutions,MJN,Elementary School,Ontario,CoReg,-158,Stage 0,,,0,0,0,0,0,
1.00005E+12,11,12,3,2,1,5/31/2020,19,MJN,MJN Stage1,Others,Elementary School,Ontario,CoReg,46,Stage 1,,,0.25,0,,,,
1.00005E+12,22,12,1,3,1,8/31/2020,11,MJN,Nestle Stage 2,MJN,High School,Alberta,Self Enrolled,-98,Stage 0,,,0.9,0.1,,,0.5,
1.00005E+12,31,32,3,3,1,11/30/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-6,Stage 0,,,0.5,0,,,0,
1.00005E+12,21,22,1,3,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,Self Enrolled,-246,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,1,2,1,5/31/2020,13,Abbott,Abbott Stage1,MJN,Elementary School,Manitoba,Self Enrolled,-215,Stage 0,,,0,0,0,0,0,
1.00005E+12,12,12,1,3,1,8/31/2020,12,MJN,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,-90,Stage 0,,,0,0,,,0,
1.00005E+12,11,12,3,3,2,11/30/2020,19,MJN,MJN Stage1,Others,High School,Ontario,Self Enrolled,32,Stage 1,,,0.02,0.03,0,0,0.5,
1.00005E+12,31,32,3,3,1,5/31/2020,19,Abbott,Abbott Stage1,Others,High School,Ontario,Self Enrolled,-44,Stage 0,,,0.45,0,,,0,
1.00005E+12,31,32,2,3,1,8/31/2020,21,Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-234,Stage 0,,,0.31,0.1,0.3,0.2,0,
1.00005E+12,35,12,1,3,1,2/29/2020,19,MJN,Abbott Specialty,MJN,High School,Ontario,Self Enrolled,-125,Stage 0,,,0,0.14,,,,
1.00005E+12,31,12,1,3,1,5/31/2020,19,MJN,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-99,Stage 0,,,0.5,0.06,,,0.333333333,
1.00005E+12,31,52,1,1,2,5/31/2020,12,Parent's Choice,Abbott Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-248,Stage 0,,,0.04,0,0.1,0,0,
1.00005E+12,11,12,3,2,1,8/31/2020,21,MJN,MJN Stage1,Others,Elementary School,Quebec,CoReg,-206,Stage 0,,,0,0,0,0,0,
1.00005E+12,32,32,3,1,2,8/31/2020,19,Abbott,Abbott Stage2,Others,Elementary School,Ontario,Self Enrolled,-68,Stage 0,,,0.13,0,,,0,
1.00005E+12,11,12,1,2,1,2/29/2020,12,MJN,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-78,Stage 0,,,0.25,0,,,,
1.00005E+12,11,62,1,2,1,11/30/2020,12,President's Choice,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,-231,Stage 0,,,0.18,0.03,0.2,0.2,0.5,
1.00005E+12,11,12,3,3,2,5/31/2020,21,MJN,MJN Stage1,Others,High School,Quebec,Self Enrolled,-102,Stage 0,,,0.11,0,,,0.5,
1.00005E+12,31,32,1,3,1,5/31/2020,19,Abbott,Abbott Stage1,MJN,High School,Ontario,Self Enrolled,-126,Stage 0,,,0,0,,,0,
1.00005E+12,13,12,3,2,3,8/31/2020,14,MJN,MJN Solutions,Others,Elementary School,New Brunswick,Self Enrolled,-7,Stage 0,,,0.51,0.17,,,0,
1.00005E+12,21,22,1,2,1,8/31/2020,19,Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-194,Stage 0,,,0.32,0.05,0.33,0,0,
1.00005E+12,31,32,3,3,1,2/29/2020,21,Abbott,Abbott Stage1,Others,High School,Quebec,Self Enrolled,-34,Stage 0,,,0,0,,,0,
1.00005E+12,11,12,3,2,1,5/31/2020,19,MJN,MJN Stage1,Others,Elementary School,Ontario,Self Enrolled,4,Stage 1,,,0.29,0.1,,,0,
1.00005E+12,21,22,1,2,1,2/29/2020,11,Nestle,Nestle Stage 1,MJN,Elementary School,Alberta,Self Enrolled,-71,Stage 0,,,0.11,0,,,,
1.00005E+12,12,12,1,3,1,8/31/2020,12,MJN,MJN Stage2,MJN,High School,British Columbia,Self Enrolled,51,Stage 1,,,0.41,0.05,,,1,
1.00005E+12,13,12,3,3,2,2/29/2020,19,MJN,MJN Solutions,Others,High School,Ontario,Self Enrolled,67,Stage 1,,,0.33,0,,,,
1.00005E+12,35,32,1,2,1,5/31/2020,19,Abbott,Abbott Specialty,MJN,Elementary School,Ontario,Self Enrolled,12,Stage 1,,,0,0,,,0,
1.00005E+12,11,22,1,1,2,11/30/2020,19,Nestle,MJN Stage1,MJN,Elementary School,Ontario,Self Enrolled,-4339,Stage 0,0.25,0,0.23,0.09,0.46,0.18,0,0
1.00005E+12,21,22,1,2,1,5/31/2020,12,Nestle,Nestle Stage 1,MJN,Elementary School,British Columbia,Self Enrolled,-198,Stage 0,,,0,0,0,0,0,
1.00005E+12,21,22,1,3,2,8/31/2020,11,Nestle,Nestle Stage 1,MJN,High School,Alberta,Self Enrolled,-77,Stage 0,,,0.14,0,,,0,
1.00005E+12,61,62,1,2,3,8/31/2020,19,President's Choice,President's Choice Stage 2,MJN,Elementary School,Ontario,CoReg,-160,Stage 0,,,0.27,0.09,,,0.5,
1.00005E+12,21,22,1,2,1,8/31/2020,16,Nestle,Nestle Stage 1,MJN,Elementary School,Nova Scotia,Self Enrolled,-222,Stage 0,,,0,0,,,0,
1.00005E+12,31,32,1,2,2,5/31/2020,19,Abbott,Abbott Stage1,MJN,Elementary School,Ontario,Self Enrolled,-96,Stage 0,,,0.43,0,,,0,
1.00005E+12,21,22,1,3,1,5/31/2020,16,Nestle,Nestle Stage 1,MJN,High School,Nova Scotia,CoReg,121,Stage 1,,,0.5,0,,,1,
1.00005E+12,13,12,2,1,1,5/31/2020,21,MJN,MJN Solutions,Others,Elementary School,Quebec,Self Enrolled,-111,Stage 0,,,0.25,0.25,0,0,1,
1.00005E+12,11,12,1,3,1,2/29/2020,21,MJN,MJN Stage1,MJN,High School,Quebec,Self Enrolled,35,Stage 1,,,0.22,0,,,1,
1.00005E+12,21,22,1, , ,5/31/2020,11,Nestle,Nestle Stage 1,MJN,Others,Alberta,Self Enrolled,12,Stage 1,,,0,0,,,,
1.00005E+12,11,12,1,3,1,8/31/2020,12,MJN,MJN Stage1,MJN,High School,British Columbia,Self Enrolled,51,Stage 1,,,0.25,0.08,0.67,0,1,
1.00005E+12,11,12,1,1,1,11/30/2020,11,MJN,MJN Stage1,MJN,Elementary School,Alberta,Self Enrolled,-83,Stage 0,,,0.5,0.13,,,0.333333333,
1.00005E+12,21,22,1,2,1,5/31/2020,19,Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-203,Stage 0,,,0,0,0,0,0,
1.00005E+12,31,32,3,2,1,5/31/2020,19,Abbott,Abbott Stage1,Others,Elementary School,Ontario,CoReg,-163,Stage 0,,,0,0.09,0,0,0,
1.00005E+12,21,22,1,1,1,8/31/2020,19,Nestle,Nestle Stage 1,MJN,Elementary School,Ontario,Self Enrolled,-203,Stage 0,,,0.47,0.07,1,0.33,0,
1.00005E+12,31,32,1,3,1,5/31/2020,19,Abbott,Abbott Stage1,MJN,High School,Ontario,CoReg,-138,Stage 0,,,0.1,0,0,0,0,
1.00005E+12,32,32,3,3,1,8/31/2020,19,Abbott,Abbott Stage2,Others,High School,Ontario,Self Enrolled,-133,Stage 0,,,0.03,0.03,,,0,
1.00005E+12,22,22,3,2,1,5/31/2020,19,Nestle,Nestle Stage 2,Others,Elementary School,Ontario,CoReg,-156,Stage 0,,,0.08,0,0,0,0,
1.00005E+12,12,12,1,2,1,11/30/2020,19,MJN,MJN Stage2,MJN,Elementary School,Ontario,Self Enrolled,-118,Stage 0,,,0.69,0.23,,,1,
1.00005E+12,11,32,1,1,2,5/31/2020,12,Abbott,MJN Stage1,MJN,Elementary School,British Columbia,Self Enrolled,42,Stage 1,,,0,0,,,,
1.00005E+12,21,22,1,3,1,11/30/2020,19,Nestle,Nestle Stage 1,MJN,High School,Ontario,CoReg,-200,Stage 0,,,0.43,0.09,0.25,0.13,0,
1.00005E+12,11,12,4,2,1,5/31/2020,21,MJN,MJN Stage1,Others,Elementary School,Quebec,Self Enrolled,128,Stage 1,,,0.8,0.1,,,,
